article_id	span_start	span_end	span	context	label
783702663	23580	23596	pedophile summit	As Viganò notes, it was Bergoglio who made Martin a “Consultor of the Secretariat for Communications,” even though he is a “well-known activist who promotes the LGBT agenda, chosen to corrupt the young people who will soon gather in Dublin for the World Meeting of Families…” “Father” Martin now confidently declares, sixteen years after the “pedophile summit,” that “The idea of a purge of gay priests is both ridiculous and dangerous.	Name_Calling,Labeling
783702663	47108	47126	imperiously scoffs	This will be a final victory over the enemies within and their apologists, such as Faggioli, who, in typical neo-Catholic style, imperiously scoffs at the notion of “a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages” and busies himself defending an unsalvageable mass of corruption he dares to describe as “a Church-world relationship based on a principle of reality.” I can only conclude by making my own these closing words of Archbishop Viganò:	Loaded_Language
790720714	3971	3996	slander a man's character	She is seeking to slander a man's character for something she cannot prove that she claims happened over 36 years ago.	Loaded_Language
738207834	19959	20019	incredible brazenness of their hatred of the Catholic Faith?	Why have we so often seen these men – compromised intellectually and morally – elevated to superior rank, despite the incredible brazenness of their hatred of the Catholic Faith?	Loaded_Language
728972961	7402	7433	They said that. They wrote that	They said that. They wrote that!	Repetition
769427494	7254	7366	He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress	Chris Gowen — a former aide to Hillary Clinton who is now serving as Imran’s attorney — told TheDCNF, “There is no missing server and never was.” He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress.	Doubt
761968851	5950	5969	ADVANTAGE AMERICANS	ADVANTAGE AMERICANS The labor-force participation rate (LPR), a sign of worker confidence and mobility, rose by 0.6 points for immigrants and was unchanged for native-born Americans.	Loaded_Language
780414700	7410	7450	powerful priests, bishops, and cardinals	We’re also talking about homosexual propositions and abuses against seminarians and young priests by powerful priests, bishops, and cardinals.	Name_Calling,Labeling
788056108	16939	17166	a Pope who, as a prominent cardinal declares to the whole world, “fail[s] to maintain and transmit faithfully … the deposit of faith contained in Sacred Tradition and Sacred Scripture” and is leading “an apostasy from the truth	What can the Church do when confronted by a Pope who, as a prominent cardinal declares to the whole world, “fail[s] to maintain and transmit faithfully … the deposit of faith contained in Sacred Tradition and Sacred Scripture” and is leading “an apostasy from the truth”?	Doubt
762200179	6417	6424	totally	"A former administration official told CNN that reports suggesting they were planning to restore Iran's access to the US financial system ""were absolutely false,"" that the license was ""totally in line with our well-known obligations under the deal."""	Exaggeration,Minimisation
721890296	3914	3947	leave Hungary and never come back	He has publicly told the Muslim invaders to leave Hungary and never come back.	Flag-Waving
778139122	6643	6815	What about Theresa May and the British government? Are they getting pressure from the United States or are there internal reasons why they want to keep Julian Assange quiet	RC: What about Theresa May and the British government? Are they getting pressure from the United States or are there internal reasons why they want to keep Julian Assange quiet?	Whataboutism,Straw_Men,Red_Herring
776373795	3468	3482	unabated anger	Wednesday’s tweet was a reminder of Trump’s unabated anger at Sessions, who recused himself from overseeing the Russia investigation on March 2, 2017 — as members of both parties and legal experts have contended that he should.	Loaded_Language
778664280	11426	11450	the scandalized faithful	Again, God bless Archbishop Hebda for this welcome statement, and may God grant him the courage now to finish the task by publicly reassuring the scandalized faithful that it’s not just abuse of minors or sexual harassment that’s going on here.	Name_Calling,Labeling
783702663	14261	14295	the dreaded traditionalist revival	That polemic seeks to shore up the collapsing Novus Ordo establishment lest it give way to the dreaded traditionalist revival.	Loaded_Language
781768042	11987	12104	It's the same reason that he is judging America today (Amos 4:12), He cannot find the righteous in order to spare her	It's the same reason that he is judging America today (Amos 4:12), He cannot find the righteous in order to spare her (Jeremiah 22:3).	Causal_Oversimplification
788816478	4754	4766	even loonier	She may very well believe everything she’s saying, and that is one of the signs of lunacy, believing something that isn’t real.” And her lawyer is “even loonier.” Besides, diGenova explained, the eleventh-hour sexual abuse claim leveled against Kavanaugh is a non-federal matter and in this case the alleged assault hasn’t even been clearly outlined by the alleged victim.	Loaded_Language
761897089	4138	4148	tremendous	“With a pardon, there’s no magic wand that gets waved and makes everything right,” Saucier said, “But I try to stay positive and look forward.” That's a good attitude considering he has had his cars repossessed and is in a tremendous amount of debt due to his incarceration and now having a felony on his record.	Loaded_Language
779394730	3728	3749	rampant homosexuality	"All this and rampant homosexuality in the priesthood, too... along with a ""trivialized liturgy"" (according to Pope Benedict XVI) and widespread apostasy among the faithful?"	Loaded_Language
765197039	2270	2282	jihad terror	While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in a “battle” with the “entire religion” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their entire religion to be at war with the entire non-Muslim world.	Name_Calling,Labeling
